"LEA_STATE_NAME","TOT_RET_G12_M","SCH_SAL_TOTPERS_WOFED","SCH_FTE_TEACH_WOFED","SCH_SAL_TEACH_WOFED","SCH_NPE_WOFED","SCH_FTE_AID_WOFED","SCH_SAL_AID_WOFED","SCH_FTE_SUP_WOFED","SCH_SAL_SUP_WOFED","SCH_FTE_ADM_WOFED","SCH_SAL_ADM_WOFED","SCH_SAL_TEACH_WFED","SCH_FTE_AID_WFED","SCH_SAL_AID_WFED","SCH_FTE_SUP_WFED","SCH_SAL_SUP_WFED","SCH_FTE_ADM_WFED","SCH_SAL_ADM_WFED","SCH_SAL_TOTPERS_WFED","SCH_NPE_WFED","SCH_FTETEACH_TOT","SCH_FTETEACH_CERT","SCH_FTETEACH_NOTCERT","SCH_FTETEACH_FY","SCH_FTETEACH_SY","SCH_TEACHERS_CURR_TOT","SCH_TEACHERS_PREV_TOT","SCH_FTECOUNSELORS","SCH_FTETEACH_ABSENT","SCH_FTESECURITY_LEO","SCH_FTESECURITY_GUA","SCH_FTESERVICES_NUR","SCH_FTESERVICES_PSY","SCH_FTESERVICES_SOC"
"IOWA",11,8123882.14,126.13,6690926.62,2858561.87,1.88,38973.52,4.06,159978.08,5,525011,7935398,29.91,673991,4.06,159978.08,5,525011,14335380,2858561.87,126.13,126.13,0,0.5,4.83,111,109,6,81,1,3,1,0,0
"IOWA",2,2839736.55,46.5,2350257.3,136122.54,0,0,60.8,561211.63,2,193500,3441707,6.89,159958,5.68,917349,3,289000,7969699,142422.54,52.9,52.9,0,4,5,53,51,2,16,0.2,0,1,0,0
"KANSAS",2,5876152,99.3,4671208,388588,3,51890,11.25,548563,6.7,604492,5907449,56.89,586187,14,737907,8,704618,7936162,632432,128.9,128.9,0,7,5,123,108,6,40,2,2,2,1.5,2
"KANSAS",2,3091357.92,39,2448663.05,110181.77,1.5,21991.42,5.3,240060.92,3,3091357,2448663.05,1.5,21991.42,5.3,240060.92,3,380826.2,3091357.92,110181.77,39,39,0,1,2,39,39,2,12,0.75,0,1.3,0,0
"KANSAS",2,2974491,57.9,2345057,428784,5.1,134953,4.8,255242,3,239239,2345057,5.68,151378,4.8,255242,3,239239,2990916,473643,57.9,57.9,0,1,4,58,58,1,23,0.5,0,0.8,0,2
"KANSAS",0,761165.3,15,681255.3,50908.95,0,0,0,0,1,79910,681255.3,0,0,0,0,1,79910,761165.3,51138.93,19.7,19.7,0,1,0,19,19,1,1,1,0,0,1,0
"KANSAS",0,2025485,43,2000375,230878,2,25110,7,198855,3,237729,2000375,2,25110,7,198855,3,237729,2462069,230878,44,44,0,2,3,44,44,2,14,0.25,0,1,0,0
"KANSAS",2,1755363,27.43,1351240,121114,0.8,14294,3.5,141855,5,247974,1351240,0.8,14294,3,141855,5.5,247974,404123,121114,37.2,37.2,0,1.2,1,31,31,2,5,1,0,0,0.5,0
"KANSAS",2,2348005.63,53,2348005.6,5396015.2,0,0,23.2,490703.47,3,247200,2348005.63,0,0,23.2,490703.47,3,247200,737903.47,6807589.6,53,53,0,1,0,50,50,2,15.7,0.8,0,1,0.5,0
"KANSAS",5,4079537,84,4079537,8552175.1,0,0,34.57,930804.41,4,333100,4079537,0,0,34.57,930804.41,4,333100,1263904.41,10789387.33,84,84,0,5,2,80,79,4,23,1,0,2,1,0
"KANSAS",0,2821138.71,40.52,2196562.11,83005.24,2.04,28287.31,18.75,396881.33,2,186973.19,1804780.93,2.04,28287.31,18.75,396881.33,2,186973.19,612141.83,87379.58,40.52,40.52,0,0,2,41,32,2,8,0.6,0,1.6,0,0
"KANSAS",0,1806226.44,32.37,1583872.32,71616.78,0,0,2,87108,3,222354.12,1525047.36,0,0,2,87108,3,222354.12,1623220.44,71616.78,33.37,33.37,0,1,1.5,34,31,1,8,0.33,0,0.5,0,0
"KANSAS",2,1598806,23.5,1293787,830964.42,0.5,9272,4.33,123865,2,171822,1293787,0.5,9272,4,123865,2,171822,305019,830964.42,21.5,21,0.5,1,0,21,20,1,0,1,0,1,1,1
"KANSAS",5,329856.33,7,329856.33,15785.06,2,37952.77,1,43089.28,1,86628.81,329856.33,2,31952.77,0.5,43089.28,1,86628.81,491527.19,15785.06,7,7,0,0,1,7,7,1,1,1,0,0,0.2,0.2
"KANSAS",4,3090267.8,41.5,2148551.15,182069.65,0,0,0,0,0,0,2148551,0,0,0,0,0,0,0,182069.65,41.5,41.5,0,0,0,0,0,2,0,1,0.5,1,0,0
"KANSAS",2,3326443.73,61.6,2858766.05,594375,6,85960.74,6.5,306634.42,4,351082.52,446409.36,22,366600,0.8,45141.1,0,0,411741.1,668880.21,71,68,3,1,5,76,67,3,22,0.8,0,0.5,0.6,0
"KANSAS",4,1122926.67,59,1122926.66,324938,10.69,163323.26,27.91,622664.65,4,329500,3085743.92,10.69,163323.26,27.91,622664.65,4,329500,4256101.83,0,76,75,1,0,2,74,69,4,24,0,0,1,0,0
"KANSAS",0,4189021,60.2,3154724,174377,3,88338,9,411054,13,530872,3154725,3,88339,9,411055,13,530872,4189021,174377,60.2,60.2,0,5,7,62,50,2,17,1,0,1,0,0
"KANSAS",21,6283852,101,4912959,193003,7,177772,16,650899,21,787867,4921197,8.5,197568,17,659837,21,787867,6313327,193003,101,101,0,9,17,109,94,1,36,1,0,1,1,1
"KANSAS",40,5963058,96,4671836,187307,12,263163,20.49,826576,14,531928,4675901,17,364780,20.7,830992,14,531929,607082,187307,85.6,85.6,0,5,11,95,85,3,49,1,0,1,0,0
"KANSAS",22,4540826,68.8,3651656,131393,3,75638,12.79,466994,10,412319,3655837,9.87,164748,12.79,466994,10,412320,4629936,131393,68.8,67.8,1,11,5,79,59,1,38,1,0,1,2,1
"KANSAS",15,4589562,68.3,3695579,123145,9,181062,10,403758,11,496485,3700242,10,201616,10.26,408771,11,496485,4615375,123145,68.3,68.3,0,12,14.3,79,49,1,33,1,0,1,0,0
"KANSAS",2,1442803.91,21.1,1094659.6,176811.2,1,20558.88,3.5,160837.57,2,166747.86,1094659.6,1,20558.88,3.5,160837.57,2,166747.86,348144.31,191883.88,25.5,25.5,0,0,0,28,27,1,7.5,0.5,0,0.25,0.25,0
"KANSAS",5,5668600.22,88.77,4406311.86,477137.22,4.44,151510.87,2,38206.48,12,693736.56,5194790.51,36.75,608755.47,1,38206.48,12,693736.56,1340698.51,509298.09,103,96.5,6.5,3,8.5,99,94,4,47.3,1,3,1,1,1.6
"KANSAS",5,5972593.77,84,4800259.39,472444.06,2.94,60833.48,2,32276.02,12,669548.49,5721686.65,43.19,759132.8,1,32276.02,12,669548.49,1460957.31,558959.94,106,101,5,2,5,104,100,5,47,1,3,1,1,2
"KANSAS",11,5905364,73,3779580,973777,3,51121,13,531489,16.7,740748,3779580,3,51121,13,532489,16,740748,5905364,973777,82.8,82.8,0,3,79.8,84,73,4,37,1,2,2,1,0
"KANSAS",2,1880926,31.5,1460515,105853.9,3,57055,5.5,191560,2,171796,1460515,3.5,57055,5.5,191560,2,171796,1880926,105853.9,33.6,33.6,0,2,2.5,33,30,1,0,0.25,0,0.5,0.3,1
"KANSAS",9,5342780,75.1,4115336,741815,8.8,238398,9.4,413588,11.7,575459,4181532,10.3,264289,9.4,413588,11.7,575459,5434867,2791992,80,80,0,1,2,80,80,4,21,1,0,1,0,0
"KANSAS",6,6087848,98.5,4786680,1508462,4.74,61605,26.68,738721,6,500842,5770907,50,649958,26.68,738721,6,500842,6087848,1560564,123.3,121.7,1.6,3,3.5,131,113,8.8,24,2,4,2,1.16,1
"KANSAS",0,2600355,36,1912039,78634.87,3.7,55128,2.5,123202,2,169986,1912039,3.7,55128,2.5,123202,2,169986,348316,78634.87,39.1,39.1,0,11,3,40,30,2,13,0.25,0,0,0,0
"KANSAS",4,3273425,58,2852107,3074410,5,77050,6,344268,4,229530,3273425,5,77050,6,344268,4,229530,3273425,3074410,66.8,66.8,0,3.2,3,61,58,3,5,0.5,0,2,0.8,0
"KANSAS",2,4646679.44,69.8,3307863.15,751774.1,4.88,29439.35,20.24,803658.04,8,465792.26,3769121.42,25.53,234295.54,23.4,958856.48,8,465792.26,5536014.44,789878.95,75.8,75.8,0,5,12,73,70,5,23,0.21,0,1,0.7,0.2
"KANSAS",2,5425955,89,3809249,44079,27,391279,23,779632,5,445795,3809249,27,391279,23,779632,5,445795,5425955,44079,89,89,0,1,4,89,88,4,13,1,1,1,0.33,1
"KANSAS",4,6096900.64,81.3,4826729.88,650047.39,0.88,12192.25,10.46,538641.14,12,719337.37,5224848.88,10.56,194424.16,10.86,538781.14,12,719337.37,6677391.55,655060.59,92,92,0,0.5,3.5,100,82,5,22,2,0,1,0.4,1
"KANSAS",2,6037380.05,80.3,4569843.24,503637.65,1.48,29690.97,13.96,707421.83,12,730424.01,5563281.57,21.72,388716.87,16.16,786167.83,12,730424.01,7468590.28,507026.48,108.5,108.5,0,6,4,113,88,5,17,2,0,1,0.4,1
"KANSAS",6,6709190.54,89.2,5344468.45,516410.34,2.36,38442.7,10.96,605210.54,12,721068.84,6029439.18,12.92,259988.02,11.36,605210.54,12,721068.84,7615706.58,518813.6,103.4,103.4,0,0.2,6,107,90,5,19,2,0,1,0.4,1
"KANSAS",2,5655970.43,70,4288719.97,485584.35,1.28,11784.67,10.96,629257.19,12,726208.6,4911878.31,22.4,377213.29,11.46,629257.19,12,726208.6,6644557.39,489241.12,87.9,87.9,0,1,2,91,79,4,21,2,0,1,0.4,1
"KANSAS",2,7129805.95,89.2,5693980.27,510267.1,2.36,41707.05,11.96,657344.1,12,736774.53,6590946.92,22.22,430664.45,12.46,657344.1,12,736744.53,8415730,517072.62,106.9,106.9,0,2,0.5,112,96,5,18,2,0,1,0.4,1
"KANSAS",6,1056022.68,13,692024.65,13955.61,4.58,28945.1,2,179370.23,2.88,155682.7,692024.65,4.58,28945.1,2,179370.23,2.88,155682.7,1056022.68,13955.61,13,13,0,4,3,33,22,0,5,1,0,1,0.6,1
"KANSAS",2,4255863.84,70.7,3197439.91,267523.38,3,63540.31,6.8,409688.62,12,585195,3803214.89,30.87,415501.21,7.06,417557.23,12.03,586233.1,5222506.43,462362.28,70.7,70.7,0,11,4,65,61,3,2.19,2,0,1,1,0
"KANSAS",4,5240453,68.7,3734203,58799.63,16,283660,20,610184,13,612406,3734203,16,283660,20,610184,13,612406,5240453,58799.63,68.7,68.7,0,7,2,70,63,3,15,1,0,3,1,3
"KANSAS",2,2356852,39,2142477,2492547,1,17660,4,179066,2,176439,2455771,12.65,172024,4,179066,2,176439,2983300,2493311,39,39,0,4,1,39,39,2,6,1,0,0.5,1,0
"KANSAS",6,86650,2,86650,258,0,0,0,0,0,0,1658986,32,536733,0.43,17862,3,163206,2376787,18007,29,27,2,2,1,31,31,1,6,1,0,1,0.1,1
"KANSAS",20,3714190,51.91,2469373,104222,8.04,238323,9.86,353484,14,653010,3235163,23.04,502232,9.86,356299,14,653010,4846704,111942,64.9,64.9,0,8,4,73,68,3,16,1,0,1,0.8,2.5
"KANSAS",14,6130527,92.44,4543127,180652,7.26,170072,16.17,633381,14,783947,5481026,30.26,588445,18.17,729709,14,783947,7583128,182791,112.1,112.1,0,7,6,118,110,6,15,1,0,1,0.9,4
"KANSAS",8,4070822,59.58,2930069,120934,5.84,136586,7.6,369345,11,634822,3586809,22.84,414827,7,369345,11,634822,5005803,125515,76.5,76.5,0,9,5,79,77,3.6,13,1,0,1,0.7,2
"KANSAS",17,5118520.87,70,3638068.12,243976.17,25,365239.18,14.04,643933.67,5,471279.9,3638068.12,25,365239.18,14.04,643933.67,7,580206.3,1589379.17,243976.17,74,74,0,1,8,74,74,3.5,2,0,2,0.08,0.9,1
"KANSAS",0,747491,11.5,612098,267318,0,0,2,57393,1,78000,747491,0,0,2,57393,1,78000,747491,267318,11.5,11.5,0,0.4,0.4,16,15,0.4,4.6,0.4,0,0.1,0.1,0
"KANSAS",0,2143567.55,29,1537325.41,668100.74,2.6,43929.43,11.7,298986.08,3,263325.63,1575340.41,2.6,43929.43,11.7,298986.08,3,263325.63,2181581.55,699052.67,31,31,0,2,1.5,31,25,1,6,0.25,0,0.25,0,0
"KENTUCKY",0,4890320.4,67.29,3280710.3,681406.77,6,85714.22,4,83551.04,5,399543,4067288.01,18,222675.09,5.4,154379.72,5,399543,5927302.06,7023165.09,91,91,0,4,1,91,71,4,18,1,0,2,1,1
"KENTUCKY",0,2564322.47,35.69,1784728.26,216168.14,4,49959.57,12.14,495142.29,3,190031.51,2032510.12,4,49959.57,12.14,495142.29,3,190031.51,2867966.38,3626552.52,41,41,0,2,2,41,41,2,11,1,0,1,0,0.14
"KENTUCKY",2,7080014.48,103,5438701.96,461140.49,8,129753.52,15.5,654072.11,4,390325.9,5438701.96,8,129753.52,15.5,654072.11,4,390325.9,7087405.24,487843.84,107,107,0,5,4,107,92,3,52,1.75,0,0.5,0.5,0
"KENTUCKY",0,6028111.54,86,4565274.03,416672.6,8,119554.4,14.5,560400.56,4,417878.87,4565274.03,8,119554.4,14.5,560400.56,4,417878.87,6032926.47,446284.56,86,86,0,2,3,86,77,3,32,0.75,0,0.5,0.5,0
"KENTUCKY",4,866042.22,10,497781,12445.84,0,0,2.3,95770.21,2,160255.54,539849,1,14058.83,2.3,95770.21,2,160255.54,883296.79,12445.84,11,11,0,1,1,11,4,0,9,0.38,0,0.5,0.5,0
"KENTUCKY",5,3237122.58,47.68,2303744.3,418991.21,5,90671,3.8,82603.62,3,223291.47,2383751.46,6,107434,3.8,82603.62,3,223291.47,3348782.23,4015564.13,47.68,47.68,0,6,4,46,38,2,16,1,0,1,0.2,0
"KENTUCKY",2,236611.83,3,203590.38,15000,0,0,0,0,0,0,203590.38,0,0,0,0,0,0,236611.83,247312.82,3,3,0,0,0,3,3,0,0,0,5,0,0,0
"KENTUCKY",2,691696.05,6,450626,57840.21,6,94951.23,1,23646.89,2,122473.93,450626.05,6.34,99570.06,1,23646.89,2,122473.93,696316.63,61662.31,6,6,0,0,1,6,1,0,3,1,0,0.16,0.4,3
"KENTUCKY",2,2314399.74,31,1610126.48,306813.6,9,128732.26,1,17362.24,3,223551.58,1655891.64,10,146278.18,1,17362.24,3,223551.58,2377710.82,3045498.39,35,35,0,3,2,35,31,2,6,1,0,1,0,0
"KENTUCKY",0,647649.81,6.5,647649.81,203223.93,2,41793,0,0,0,0,605856.73,2,41793.08,0,0,0,0,647649.81,203223.93,6.5,6.5,0,0,0,6,7,1,0,0.1,0,0,0,0.2
"KENTUCKY",2,602255.24,7.5,328539.89,5700,2,29852.48,3.25,126073.99,1,68132.88,349037.89,2,29852.48,3.25,126073.99,1,68132.88,622753.24,668971.59,6,6,0,0,1,6,5,1,3,0.5,0,0.5,0.5,1
"KENTUCKY",2,1646753.19,23,1377518.66,296150.29,3,58345.2,2.5,54172.77,3,69566.51,1755890.89,8,149153.91,2.68,54172.77,3,69566.51,2115934.13,334324.35,29,29,0,5,0,29,28,2,9,1,0,1,0,0
"KENTUCKY",4,2497848.07,31,1730728.79,244925.13,3,76672.18,3.5,54696.66,1,76218.77,1730728.79,5,118932.58,3.5,54696.66,1,76218.77,2540108.47,3373110.32,35.8,32.2,3.6,2.5,0,41,38,2,5,1,0,0.25,0.2,0
"KENTUCKY",2,6801703.7,87,5039996.33,674547.02,13,269733.86,1,16561.5,5,401652.9,5343854.99,13,269733.86,1,16561.5,5,401652.9,7134722.99,8699654.42,94,94,0,4,5,90,88,4,20,1,0,1,0,0
"KENTUCKY",0,345141.38,3,156489,1281.74,2,35285.84,0,0,2,153366.54,156489,2,35285.84,0,0,2,153366.54,345141.38,1281.74,3,3,0,0,0,3,3,1,0,1,0,1,0,0
"KENTUCKY",0,186822.38,1.5,135868.03,1183.94,0,0,0,0,1,60718.88,196734.12,0,0,2.5,135868.03,1,60718.88,196586.91,1183.94,1.5,1.5,0,0,0,2,4,0,0,1,0,0,0,0
"KENTUCKY",4,7729445.63,107,6452350.55,191085.77,1,26766.47,9.5,763177,6,487151.61,7492625.89,11,242083.26,9.5,1095066.66,6,487151.61,1824301.53,201980.1,124.2,124.2,0,5.5,3,133,133,6.5,45.4,5,0,0,0.8,1
"KENTUCKY",7,6893014.25,98.7,5679708.63,196629.96,1,24029.06,10,794626.56,4,394650,6581176.51,13,296221.71,10,1185412.38,4,394650,1876284.09,243310.91,113.6,112.3,1.3,9.3,3.2,127,119,6,32.7,4,0,0,1,1
"KENTUCKY",4,5751737.41,79.1,4667062.25,248529.97,1,45555.8,10,645858.48,4,393260.88,5433858.72,6,200047.06,10,987451.89,4,393260.88,1580759.83,286361.19,93.6,89.6,4,8,9.6,96,99,6,21,4,0,0,0.8,1
"KENTUCKY",4,5912407.99,81.3,4498275.62,184939.87,7,135729.97,9,595691.88,7.69,682710.52,5944232.52,17,372543.2,10,992358.28,7.69,682710.52,2047612,310672.29,106.6,102.6,4,11.5,12,118,107,6,34,6,0,0,1.2,2
"KENTUCKY",6,7379076.26,103.5,6130505.61,212459.83,4,89493.17,8.5,601624.98,6,557452.5,7054634.73,12,243238.09,8.5,858538.69,6,557452.5,1659229.28,236797.85,117.1,116.1,1,8,4,123,114,4.5,37,3,0,0,1.4,3
"KENTUCKY",0,3696352.72,47.09,2563481.29,491953.51,8,171200.12,1,39588.57,3,253567.43,2653442.29,8,171200.12,1,39588.57,3,253567.43,3786313.72,4604986.42,48,48,0,2,1,48,42,2,20,0.5,0,1,0.5,0
"KENTUCKY",2,715600.81,9.7,486657.99,24756.28,3,58108.05,0,0,1,75976.68,528740.39,4,77281.75,0,0,1,75976.68,776856.91,943453.09,10,10,0,1,0,12,11,2,6,0.8,0,0.1,0.1,0
"KENTUCKY",7,4298578.02,57.8,2856820.68,467309.58,8,118148.17,6,317692.21,5,379927.54,2975151.52,11,166158.77,6,317692,5,379927.54,4527978.36,6027572.61,64,64,0,11,3,64,53,3,12,1,0,1,0,0
"KENTUCKY",2,5046678.55,74.4,3601554.99,806714.23,16,240893.13,0.65,43856.44,4,290731.64,3760290.99,19,287318.88,0.65,43856.44,4,290731.64,5251840.3,6848933.65,82.4,80.4,2,7,5,82,164,3,12,1,0,1,0,0
"KENTUCKY",4,5699603.62,76.42,4154146.28,926804.12,8,122546.07,0.42,4322.4,6,411900.76,4400318.41,8,122546.07,0.42,4322.4,6,411900.76,5945775.75,6870270.62,84,83,1,2,11,84,53,4,39,1,0,1,1,0
"KENTUCKY",4,906584.01,14,906584.01,20427.73,3,37492.14,3,96870,1,95827.48,763905,5,70626.58,3,96870,1,95827.48,1142851.95,104189.92,14,14,0,0,2,14,14,1,0,1,0,0.5,1,0
"KENTUCKY",5,3633685.72,52.39,2572139.55,495634.41,11,151806.62,1,16200,5,315463.17,2740977.99,11,151806.62,1,16200,5,315463.17,3800424.16,4493094.88,64,64,0,1,11,64,63,2,12,2,0,0,0,0
"KENTUCKY",2,3316889.9,40,2165426.93,369532.59,1,16052.4,1,69410.1,3.35,284691.91,2409503.19,7,107389.8,1,69410.1,4,317887.41,3754790.26,3782191.23,40,40,0,2,1,40,36,2,4,1,0,0.5,0.3,0
"KENTUCKY",4,906498.19,10,446108.95,17313.27,5,86603,7,213005.83,2,160780,446108.95,5,86603.53,7,213005.83,2,160780,906498.69,17313.27,13.2,13.2,0,4,0,13,6,2,3,1,0,1,0.3,0
"KENTUCKY",2,2905834.16,36,2153606.48,274660.26,1,13556.9,1,40067.26,2,157372.66,2266581.38,2,30846.02,1,40067.26,2,157372.66,3036098.18,3603303.05,36,36,0,5,2,45,40,2,13,0.17,0,0.17,0.17,0
"KENTUCKY",2,4286849,66,3209159.34,541623.92,4,57365.1,4,215905.27,4,261419.56,3380457.35,4,57365.1,2,11082535,4,261419.56,4458147.01,4813825.95,66,66,0,4,3,66,54,3,31,1,0,1,0.5,0
"KENTUCKY",2,9413981.29,109.24,7305476.86,747526.49,5,106975.19,0.18,10202.46,6,633179.62,7349881.69,5,106975.19,2,27564.64,6,633179.62,9592276.36,10864164.91,112,112,0,2,4,112,109,4,35,0,4,0,0,0
"KENTUCKY",4,7360010.52,88.14,5199593.24,942803.46,9,173696.55,2,47625.23,6,499285.17,5236546.51,10,194766.08,2,47625.23,6,499285.17,7530644.71,8945586.46,93,93,0,8,9,93,84,4,32,0,3,1,0,0
"KENTUCKY",2,6864264.42,77.08,4485573.79,902407.67,13,347531.77,0.25,11801.94,6,519968.34,4686711.72,13,347531.77,2,28820.02,6,519968.34,7205288.65,7987983.19,83,83,0,10,11,83,73,4,35,0,1,0,0,0
"KENTUCKY",4,8167239.12,90.59,5005978.63,1135447.49,10,230732.08,0.37,16071.99,9,845749.08,5214626.53,10,230732.08,2,33312.07,9,845749.08,8732161.41,9755905.68,99,99,0,7,22,99,89,6,49,0,5,0,0,0
"KENTUCKY",2,4770224.79,52.92,3095391.37,705870.06,6,128801.59,0.55,27905.36,5,412942.66,3187292.2,13,286406.07,2,43644.61,5,412942.66,5132939.89,5800255.07,57,57,0,3,6,57,54,4,16,0,1,0,0,0
"KENTUCKY",2,7299366.42,83.82,5451914.19,1104702.84,10,246545.45,0.62,33537.17,5,442842.86,5502942.75,11,265714.25,2,50777.25,5,442842.86,7469967,8390909.18,84,84,0,2,0,84,80,3,30,0,3,0,0,0
"KENTUCKY",6,7335947.32,86.31,5192833.94,997276.41,8,179673.59,0.62,38131.5,6,475474.52,5372605.36,9,191160.13,3,70261.9,6,475474.52,7785693.32,8821260.86,92,92,0,7,12,92,83,4,30,0,2,0,0,0
"KENTUCKY",2,8075220.43,92.5,5759380.54,940273.7,10,235348.78,0.62,29504.86,4,454401.32,5759380.54,11,255642.4,2,46522.94,4,454401.32,8234485.13,9545440.24,97,97,0,5,5,97,90,4,44,0,3,0,0,0
"KENTUCKY",2,4870289.88,48.32,2681832.3,809398.98,8,179332.05,0.12,6500.81,7,580925.66,2817847.77,12,259900.48,2,21613.13,7,580925.66,5160300.83,5728421.71,54,54,0,9,7,54,45,2,21,0,6,0,0,0
"KENTUCKY",2,5526583.21,61.24,3312622.41,684168.16,5,116325.69,0.31,14752.43,7,586021.72,3450450.52,9,199343.12,2,32114.61,7,586021.72,5877797.57,6710221.13,67,67,0,11,7,67,55,3,19,0,3,0,0,0
"KENTUCKY",4,9196626.88,104,7013820.77,1002997.78,13,257817.97,0.62,38131.5,4,468108.91,7013820.77,14,268813.08,3,82408.72,4,468108.91,9351444.92,10109837.09,106,106,0,3,2,106,103,4,35,0,2,0,0,0
"KENTUCKY",6,6622945.5,78.07,4531936.64,1007177.64,8,198051.73,0.25,14240.53,6,483292.14,4871228.27,10,244793.9,2,31480.61,6,483292.14,7150170.66,8302795.94,89,89,0,6,6,89,82,3,27,0,5,0,0,0
"KENTUCKY",2,5038700.84,49.17,2727550.55,741566.26,8,183132.07,0.25,13114.84,7,533379.76,2868651.66,16,376348.14,2,30132.92,7,533379.76,5549256.4,6268438.84,54,54,0,11,4,54,43,3,26,0,5,0,0,0
"KENTUCKY",16,4777053.2,47.75,3161978.31,496444.8,6,152138.95,2,33297.22,5.45,460349.31,3194423.31,8,190541.21,4,82330.17,5.45,460349.31,4909390.86,5270273.31,50,50,0,1,0,50,49,2,31,0,3,0,0,1
"KENTUCKY",2,628273.69,6,402823.68,470089.22,1,19168.8,0.6,8367.56,0.55,68650.67,402823.68,5,93902.08,0.6,8367.56,0.55,68650.67,703006.97,738409.76,6,6,0,0,0,6,6,0,3,0,1,0,0,0
"KENTUCKY",36,2811985.16,11.77,707551.57,149426.61,20,558616.99,0.06,2826.63,5,568194.44,707551.57,21,586212.15,0.06,2826.63,5,568194.44,2884091.69,6425957.68,30,30,0,0,0,30,30,3,18,0,3,0,0,0
"KENTUCKY",5,2933061.2,27.53,1739955.8,640290.53,4,111668.17,0.06,3963.26,4,447213.71,1825649.34,14,322380.16,3,53160.77,4,447213.71,3278664.24,3749326.42,28,28,0,0,0,28,28,1,14,0,5,0,0,0
"KENTUCKY",2,8972758.31,108.77,6269712.13,1350781.37,11,250665.34,1,53011.25,8,696178.62,6484256.27,17,370300,4,110669.19,8,696178.62,9547631.57,10786614.07,118,118,0,12,17,118,102,5,43,0,3,0,0,0
"KENTUCKY",0,3753537.7,33.9,2088578.33,1239602.56,12,260995.19,2,40441.79,6,549723.98,2110580.83,15,312980.79,4,129327.88,6,549723.98,3979254.9,4360058.94,38,38,0,6,3,38,32,3,17,0,3,0,0,1
"KENTUCKY",2,1397169.22,17.95,592197.22,42384.47,12,122337.18,6.4,245184.81,3,287191.48,985778.8,13,137187.18,6.4,245184.81,3,287191.48,1852123.94,168847.66,17.95,17.95,0,1.5,0,18,18,0,7,1,0,1,0.2,3
"KENTUCKY",2,5448722.99,71.5,3808376.23,4848.56,2,41891.4,5,174632.54,6,562878.39,4530981.37,13,275402.1,5,174632.54,6,567186,6409146.44,7781053.67,85,85,0,5,4,124,117,2,34,1,0,0.5,0.5,1
"KENTUCKY",8,3050959.56,37,1935447,5433.96,2,44744.1,2,49888.8,3,314425.69,2393031,11,226681.93,2,49888.8,3,314425.69,3690481.39,4636877.53,46,46,0,3,2,84,78,2,16,0.5,0,0.5,0.4,1
"KENTUCKY",0,2108250.77,36,1523023.25,457409.15,8,173322.14,8,151398.34,3,260507.04,1523023.25,8,173322.14,8,151398.34,3,260507.04,2108250.77,457409.15,36,36,0,3,1,36,36,1,18,1,0,1,0,0
"KENTUCKY",0,4451890.18,49,3177657.98,613538.63,12,82101.18,1,22216.45,4,266501.38,3216297.12,12,82101.18,1,22216.45,4,266501.38,4616944.3,5415232.31,49,49,0,3,3,51,48,3,22,1,2,1,1,0
"KENTUCKY",5,240194.46,3,163813.35,377133.61,0,0,0,0,1,56570.57,219937.88,0,0,0,0,1,56570.57,296318.99,377133.61,4,4,0,0,0,4,3,0,3,1,1,0,0,0
"KENTUCKY",0,3162149.07,41,3162149.07,565658.56,1,22595.62,7.8,225484.74,3,231963.94,3944352.87,11,88147.7,7.8,225484.74,3,231963.94,4313507.91,575399.4,50,50,0,5,2,50,42,2,30,1,0,0.72,0,0
"KENTUCKY",2,4072131.02,59,2881143.77,437356.05,3,41439.05,1,21399.63,5,341740.27,2945491.15,6,79342.27,1,21399.63,5,341740.27,4195781.25,5119203.11,59,59,0,4,3,59,57,3,13,1,0,1,0,0
"KENTUCKY",7,6761083.24,97.69,5072515.52,862947.57,16,241884,1.5,57879.15,6,409526.54,5295585.79,16,241884,1.5,57879.15,6,409526.54,7103459.92,8762020.16,115,115,0,5,3,115,106,4,27,0.9,0,0.9,0.5,1
"KENTUCKY",0,4804523.14,64,3504236.59,628517.6,13,224754.65,1.11,38579.94,5,338135.06,3613995.59,13,224754.65,1.11,38579.94,5,338135.06,4976424.17,5841147.94,64,64,0,2,2,64,58,3,26,1,0,0.6,0.45,0.3
"KENTUCKY",2,3342162.46,46.67,2408331.06,320440.84,4,41365.32,3,79142,4,295135.64,2457701.7,4,41365.32,3,79142,4,295135.64,3391533.1,4379056.98,46.67,46.67,0,4,2,47,42,2,19,1,0,1,0.28,0
"KENTUCKY",8,156398.44,3,156398.44,25000,0,0,1,16900,0,0,156398.44,0,0,0,0,0,0,156398.44,217521.68,5,5,0,1,0,6,4,0,0,0.5,0,0.25,0,0
"KENTUCKY",0,472176.64,6,320821.79,54273.12,1,12988.32,3,118717,1,78858.19,320821.79,1,12988.32,2,76998,1,78858.19,472176.64,521211,6,6,0,0,0,6,5,1,2,1,0,1,1,0
"KENTUCKY",2,1858755.97,29.38,1320403.8,209516.35,5,63788.02,0.09,1200,3,190145.46,1456251.59,5,63788.02,0.09,1200,3,190145.46,1991853.76,2365251.62,31,28,3,0,2,34,30,1,3,1,0,0,0,0
